Hugo_Symbol,n_variants,n_artifacts,artifact_rate,mean_probability,median_probability
CLSTN2,6,4,0.6666666666666666,0.7083573240000001,0.9880535500000001
CNNM2,6,4,0.6666666666666666,0.6519179529397502,0.9670556349999999
CNTN2,6,4,0.6666666666666666,0.6582126283698199,0.98315318
COL4A1,6,4,0.6666666666666666,0.6588576762195001,0.91378656
COL6A5,6,4,0.6666666666666666,0.6789374758068334,0.9881938
CUX1,6,4,0.6666666666666666,0.73247531,0.97671682
CYP3A7,6,4,0.6666666666666666,0.7255434166666667,0.9912947000000001
DGKB,6,4,0.6666666666666666,0.6667037835,0.8382441
DGKG,6,4,0.6666666666666666,0.6160294548666666,0.85952205
DISP1,6,4,0.6666666666666666,0.7119993133333334,0.93835683
DMBX1,6,4,0.6666666666666666,0.6611229951666666,0.7988168
DNAJC6,6,4,0.6666666666666666,0.7532107866666666,0.987922185
DNMT1,6,4,0.6666666666666666,0.8514451716666667,0.9823063599999999
DOCK11,6,4,0.6666666666666666,0.8289081166666666,0.98273
DSE,6,4,0.6666666666666666,0.791596155,0.9753769699999999
DYRK1A,6,4,0.6666666666666666,0.7132979750368621,0.9448685
EBF1,6,4,0.6666666666666666,0.83776708,0.9330061000000001
ELAPOR2,6,4,0.6666666666666666,0.7091986583033334,0.890922165
ELAVL2,6,4,0.6666666666666666,0.6345802929666667,0.82891125
EPHA7,6,4,0.6666666666666666,0.7779203483333333,0.96454425
ERBIN,6,4,0.6666666666666666,0.7211499786666667,0.9584355950000001
FAM120A,6,4,0.6666666666666666,0.6231949822336866,0.889345915
FBLN5,6,4,0.6666666666666666,0.6588046661566667,0.92092655
FGD1,6,4,0.6666666666666666,0.7283991947866667,0.94163247
FMN2,6,4,0.6666666666666666,0.7219483666666666,0.9339738500000001
FMNL1,6,4,0.6666666666666666,0.6715338616667074,0.89575377
FNIP1,6,4,0.6666666666666666,0.6493175951083333,0.9504102999999999
FSIP2,6,4,0.6666666666666666,0.6178179265463167,0.8667890300000001
GEM,6,4,0.6666666666666666,0.6578204183333333,0.9388920949999999
GEN1,6,4,0.6666666666666666,0.64616723064,0.9508679200000001
GGNBP2,6,4,0.6666666666666666,0.7272719100000001,0.91553532
GPLD1,6,4,0.6666666666666666,0.6304858220384644,0.90011475
GPR141,6,4,0.6666666666666666,0.6824087196666667,0.873631895
GRID1,6,4,0.6666666666666666,0.6965233655430266,0.974451175
GTPBP3,6,4,0.6666666666666666,0.7356874499999999,0.9238861249999999
GYS2,6,4,0.6666666666666666,0.7055524208333334,0.9735319250000001
HACE1,6,4,0.6666666666666666,0.7564647290000001,0.936929225
HDC,6,4,0.6666666666666666,0.737042025151,0.916310865
HERC5,6,4,0.6666666666666666,0.6468449810071583,0.951283235
HGF,6,4,0.6666666666666666,0.836621545,0.96759455
IBTK,6,4,0.6666666666666666,0.6488378295383334,0.9571965250000001
ITGA2,6,4,0.6666666666666666,0.6359147975621667,0.9162896700000001
JADE3,6,4,0.6666666666666666,0.6582608846253807,0.9846411049999999
JMY,6,4,0.6666666666666666,0.6492181424351542,0.891009135
KCNH6,6,4,0.6666666666666666,0.7115385400424618,0.86061528
KCNK5,6,4,0.6666666666666666,0.6766987502402416,0.88221715
KCNQ3,6,4,0.6666666666666666,0.8474285899999999,0.95684317
KDM3B,6,4,0.6666666666666666,0.7067164233333334,0.900927035
KDM5C,6,4,0.6666666666666666,0.5925743782493168,0.79729058
KIAA0232,6,4,0.6666666666666666,0.7251306980000001,0.961944275
KIAA1522,6,4,0.6666666666666666,0.6675743683333334,0.90243162
KIF14,6,4,0.6666666666666666,0.7511553430000001,0.9015531299999999
KLK4,6,4,0.6666666666666666,0.6064375384666667,0.81233535
KRT23,6,4,0.6666666666666666,0.7322425221666666,0.9135415
KRT31,6,4,0.6666666666666666,0.7379800799999999,0.94631732
LARP4B,6,4,0.6666666666666666,0.78534073,0.91177727
LEMD3,6,4,0.6666666666666666,0.6516207448470367,0.9661326
LEXM,6,4,0.6666666666666666,0.6725600357124907,0.983864675
LHCGR,6,4,0.6666666666666666,0.7044637915433333,0.9016911000000001
LILRB1,6,4,0.6666666666666666,0.6574115660000001,0.94787775
LRIF1,6,4,0.6666666666666666,0.7262953799999999,0.927183475
LRP12,6,4,0.6666666666666666,0.6921837399999999,0.9146209350000001
LRP4,6,4,0.6666666666666666,0.6298642685,0.81590003
MBNL1,6,4,0.6666666666666666,0.8704806983333334,0.96326588
MCM7,6,4,0.6666666666666666,0.7880674225000001,0.9809684249999999
MEGF6,6,4,0.6666666666666666,0.6470431213778373,0.949769495
MFSD6L,6,4,0.6666666666666666,0.6121619259482833,0.861246465
MOV10L1,6,4,0.6666666666666666,0.7567320206666667,0.987655935
MTM1,6,4,0.6666666666666666,0.6983491938334166,0.933729075
MTNR1B,6,4,0.6666666666666666,0.7933278733333333,0.8861407800000001
MYLK3,6,4,0.6666666666666666,0.7162952133333333,0.9444186
MYO1E,6,4,0.6666666666666666,0.7054626650000001,0.97076445
NCAN,6,4,0.6666666666666666,0.7303566520877615,0.964153
NCL,6,4,0.6666666666666666,0.7519581996666665,0.9252731
NCOA7,6,4,0.6666666666666666,0.6540574579283334,0.9699865750000001
NEDD4,6,4,0.6666666666666666,0.5987197610594267,0.83059031
NEGR1,6,4,0.6666666666666666,0.6721224668333333,0.9521883
NEURL4,6,4,0.6666666666666666,0.6332886841084403,0.91153
NFATC1,6,4,0.6666666666666666,0.6571043363449995,0.89065075
ONECUT2,6,4,0.6666666666666666,0.7001147052469263,0.951104175
OPRK1,6,4,0.6666666666666666,0.7733260103333333,0.97793617
OR10A3,6,4,0.6666666666666666,0.7262638579999999,0.88037911
OR13G1,6,4,0.6666666666666666,0.7796927016666667,0.9017032
OR2AG1,6,4,0.6666666666666666,0.7387577600000839,0.869704625
OR4A47,6,4,0.6666666666666666,0.7238765833333334,0.8631274250000001
OR51A2,6,4,0.6666666666666666,0.7777467133671933,0.98805097
OR52B6,6,4,0.6666666666666666,0.68026768,0.9330523900000001
OR5T3,6,4,0.6666666666666666,0.8449401016666668,0.9766379000000001
OR6C1,6,4,0.6666666666666666,0.70848793210255,0.85685535
OR6M1,6,4,0.6666666666666666,0.708806385,0.85365685
OR8H1,6,4,0.6666666666666666,0.7286975663,0.8904638
OR9G4,6,4,0.6666666666666666,0.73509842,0.852467265
OTUB2,6,4,0.6666666666666666,0.6265789783919574,0.88835865
P2RY10,6,4,0.6666666666666666,0.7126998994,0.9898492
P4HA2,6,4,0.6666666666666666,0.8345509249999999,0.8999754799999999
PCDHB10,6,4,0.6666666666666666,0.7507001322554333,0.99044773
PCDHGA3,6,4,0.6666666666666666,0.6984540625000001,0.9906875850000001
PDE3B,6,4,0.6666666666666666,0.7183765978333333,0.91720245
PGK2,6,4,0.6666666666666666,0.7470619800249999,0.9651073
PIK3AP1,6,4,0.6666666666666666,0.7519218080979768,0.96704298
PIK3R6,6,4,0.6666666666666666,0.7119251276305473,0.90293715
PIKFYVE,6,4,0.6666666666666666,0.682204025,0.87354315
PIWIL4,6,4,0.6666666666666666,0.7035757053333334,0.885776815
PKD2L1,6,4,0.6666666666666666,0.6761007625,0.86717923
PLEKHA7,6,4,0.6666666666666666,0.6604241638580947,0.989628495
PORCN,6,4,0.6666666666666666,0.7935537116666667,0.97079145
PPP2R1B,6,4,0.6666666666666666,0.7141706258833334,0.862666465
PTCH2,6,4,0.6666666666666666,0.6542051325542398,0.972243115
PTGFRN,6,4,0.6666666666666666,0.7225334916233334,0.864383575
PXDN,6,4,0.6666666666666666,0.649611678935305,0.9587518500000001
RBM27,6,4,0.6666666666666666,0.6541507625,0.94387398
RBM45,6,4,0.6666666666666666,0.65274662341412,0.97176045
REV1,6,4,0.6666666666666666,0.6462845561666667,0.90461591
RFC1,6,4,0.6666666666666666,0.759435875,0.8909771200000001
RFX4,6,4,0.6666666666666666,0.6898468603305,0.890413645
RHAG,6,4,0.6666666666666666,0.6998637259900001,0.8836453500000001
RHOBTB3,6,4,0.6666666666666666,0.72981571,0.894631765
RPS5,6,4,0.6666666666666666,0.7355731849166668,0.97597051
RSF1,6,4,0.6666666666666666,0.7735012800000001,0.979722915
RXRA,6,4,0.6666666666666666,0.7337958748444641,0.87104782
SCAF4,6,4,0.6666666666666666,0.7512143020833334,0.9562914
SCNN1B,6,4,0.6666666666666666,0.7082777566666666,0.97637465
SEMA3D,6,4,0.6666666666666666,0.6773140271666667,0.893301575
SEPTIN14,6,4,0.6666666666666666,0.636979773882913,0.9410543849999999
SERPINA4,6,4,0.6666666666666666,0.7014205761633333,0.938404145
SIPA1L1,6,4,0.6666666666666666,0.7341865133333334,0.9705501
SKIV2L,6,4,0.6666666666666666,0.7095046363458333,0.8733320200000001
SLC13A3,6,4,0.6666666666666666,0.6285009671914378,0.9014146249999999
SLC23A2,6,4,0.6666666666666666,0.74079086,0.9417062199999999
SLC46A2,6,4,0.6666666666666666,0.6577549308519283,0.980957825
SLC4A4,6,4,0.6666666666666666,0.7682742833333333,0.90086545
SLCO1B3,6,4,0.6666666666666666,0.7096966543333334,0.9431088000000001
SLU7,6,4,0.6666666666666666,0.6892981532349999,0.87064115
SMC1B,6,4,0.6666666666666666,0.7388317933336482,0.90728532
SNX18,6,4,0.6666666666666666,0.6762154303639166,0.962198825
SNX25,6,4,0.6666666666666666,0.79913139,0.83673575
SPATA16,6,4,0.6666666666666666,0.6339738369666666,0.90965677
SPTLC3,6,4,0.6666666666666666,0.7491426149999999,0.916508875
SUN3,6,4,0.6666666666666666,0.6781135445370833,0.9840852250000001
SV2A,6,4,0.6666666666666666,0.8211317600000001,0.988336
SYT13,6,4,0.6666666666666666,0.6335388926666666,0.839058725
TCN1,6,4,0.6666666666666666,0.8056811700000001,0.98023682
TEC,6,4,0.6666666666666666,0.7459047883333333,0.90484885
TLE1,6,4,0.6666666666666666,0.6562241159236114,0.976425925
TRAT1,6,4,0.6666666666666666,0.7307192533333334,0.8613668800000001
TSHZ3,6,4,0.6666666666666666,0.6247461228092571,0.885718165
TSR1,6,4,0.6666666666666666,0.6815093113333334,0.990822385
UGT2B7,6,4,0.6666666666666666,0.8245655350000001,0.86658138
USP5,6,4,0.6666666666666666,0.6644558833333334,0.89447209
WNK4,6,4,0.6666666666666666,0.6879896911666666,0.969323215
XPO1,6,4,0.6666666666666666,0.6479002107466666,0.95787813
ZFP57,6,4,0.6666666666666666,0.7174976900000001,0.8449086
ZHX2,6,4,0.6666666666666666,0.7762855916000001,0.971679725
ZHX3,6,4,0.6666666666666666,0.7100222300833333,0.94918115
ZNF197,6,4,0.6666666666666666,0.7109983575678617,0.956849335
ZNF445,6,4,0.6666666666666666,0.7348334583333332,0.9776106499999999
ZNF569,6,4,0.6666666666666666,0.6745553883333333,0.93860615
ZNF605,6,4,0.6666666666666666,0.7798062583333333,0.966790575
ZNF800,6,4,0.6666666666666666,0.62813091055,0.836073905
AC008397.2,7,4,0.5714285714285714,0.6226541470474114,0.7981632
ACSM2B,7,4,0.5714285714285714,0.7512903507142857,0.95523936
ADD2,7,4,0.5714285714285714,0.7404460485714285,0.85864943
ANKS6,7,4,0.5714285714285714,0.6450232581428572,0.800897
APLP2,7,4,0.5714285714285714,0.6246233215714286,0.77252483
ARMC3,7,4,0.5714285714285714,0.5693845492608571,0.8746388
ASIC2,7,4,0.5714285714285714,0.557179708842763,0.96555316
ATP2A3,7,4,0.5714285714285714,0.7523964271428571,0.8544812
C8A,7,4,0.5714285714285714,0.7069422157142858,0.921919
CAND1,7,4,0.5714285714285714,0.6392308883652144,0.77834326
CDHR1,7,4,0.5714285714285714,0.6862566371192858,0.83061284
CDRT1,7,4,0.5714285714285714,0.6677583868142857,0.8975979
CEP70,7,4,0.5714285714285714,0.6654265328571428,0.90389407
CFAP44,7,4,0.5714285714285714,0.6395626114285714,0.98098767
CHD7,7,4,0.5714285714285714,0.6663427125717492,0.9317328
CHSY3,7,4,0.5714285714285714,0.6487922742857143,0.9251845
CLIP1,7,4,0.5714285714285714,0.6977892892857144,0.99022305
CPD,7,4,0.5714285714285714,0.5586210381428571,0.75607485
CYP4F12,7,4,0.5714285714285714,0.6768648471428571,0.876775
EBF2,7,4,0.5714285714285714,0.7680049642857142,0.9016798
EFHB,7,4,0.5714285714285714,0.6675622812474286,0.96341074
FAM13A,7,4,0.5714285714285714,0.6794763682857143,0.9666266
FAM189A2,7,4,0.5714285714285714,0.5372861731210316,0.78689945
FCRL2,7,4,0.5714285714285714,0.6640594085714285,0.832288
FFAR2,7,4,0.5714285714285714,0.55185210648789,0.91164875
FOXJ3,7,4,0.5714285714285714,0.6958807717142858,0.8918932
FOXM1,7,4,0.5714285714285714,0.5643124157285715,0.8781229
GRHL3,7,4,0.5714285714285714,0.6107878042966475,0.770598
GRK7,7,4,0.5714285714285714,0.6056264727236387,0.8506908
GRM6,7,4,0.5714285714285714,0.5806606892171429,0.8801021
HCK,7,4,0.5714285714285714,0.6567051385714286,0.854052
HEATR1,7,4,0.5714285714285714,0.6482986085714285,0.9783286
HIPK1,7,4,0.5714285714285714,0.7211245185714285,0.82363236
HSPA2,7,4,0.5714285714285714,0.6656364663767629,0.9115581
ITGA6,7,4,0.5714285714285714,0.6152637051104506,0.8558791
KCND2,7,4,0.5714285714285714,0.5932608057142856,0.81659734
KCNH1,7,4,0.5714285714285714,0.6207357965588829,0.8709725
KCNH7,7,4,0.5714285714285714,0.6515352201908186,0.959493
KL,7,4,0.5714285714285714,0.6517544372886286,0.97381413
KNDC1,7,4,0.5714285714285714,0.5224234116295,0.78469104
LAMC2,7,4,0.5714285714285714,0.6880735779428572,0.8973163
LRRC8B,7,4,0.5714285714285714,0.6626179577857142,0.9568688
MAPK8IP3,7,4,0.5714285714285714,0.5072938735728665,0.7899543
MFSD2A,7,4,0.5714285714285714,0.528296983202211,0.8293851
MPO,7,4,0.5714285714285714,0.6095674645554757,0.8497474
MSH4,7,4,0.5714285714285714,0.7820979971428572,0.8745877
MYO18B,7,4,0.5714285714285714,0.5660159095252619,0.9812215
NCOA6,7,4,0.5714285714285714,0.6814508471428571,0.8517987
NHS,7,4,0.5714285714285714,0.5636144510740715,0.83296895
NOX4,7,4,0.5714285714285714,0.6061151862,0.8583635
NUMA1,7,4,0.5714285714285714,0.6285967270571428,0.76681024
OR2H1,7,4,0.5714285714285714,0.7065907810228572,0.9136339
OR5A1,7,4,0.5714285714285714,0.7135855785714286,0.84635603
PACS1,7,4,0.5714285714285714,0.6291854878333855,0.9753769
PCDHB14,7,4,0.5714285714285714,0.6823291476142856,0.94832814
PCDHB16,7,4,0.5714285714285714,0.5956911500000001,0.95552146
PDGFRB,7,4,0.5714285714285714,0.6020495502760028,0.7848051
PDILT,7,4,0.5714285714285714,0.7159854557142857,0.796043
PEAK1,7,4,0.5714285714285714,0.6701985542857143,0.84790534
PGM5,7,4,0.5714285714285714,0.7587847785714287,0.8729238
PIWIL3,7,4,0.5714285714285714,0.7314216457142857,0.83113414
POGZ,7,4,0.5714285714285714,0.6268241945327657,0.83978665
PRKCB,7,4,0.5714285714285714,0.5497755386142857,0.7881829
PRKCD,7,4,0.5714285714285714,0.8000026971428572,0.96460474
PRPF40B,7,4,0.5714285714285714,0.7248388578571429,0.8730176
PSD3,7,4,0.5714285714285714,0.6185390174285714,0.9234181
PTPRU,7,4,0.5714285714285714,0.6086349786744097,0.82912654
PZP,7,4,0.5714285714285714,0.6762948342857144,0.86523765
RALGAPA2,7,4,0.5714285714285714,0.5439021893162671,0.9115389
RANBP17,7,4,0.5714285714285714,0.6743440813285714,0.9052006
RBM44,7,4,0.5714285714285714,0.6468359404793974,0.9273575
RET,7,4,0.5714285714285714,0.6310729052857144,0.94759977
RGS12,7,4,0.5714285714285714,0.6472452017624002,0.9384977
RIPK4,7,4,0.5714285714285714,0.6586212096466543,0.89140266
RPTOR,7,4,0.5714285714285714,0.6622236203285782,0.96181524
RTL3,7,4,0.5714285714285714,0.508645957889439,0.786095
RUSC2,7,4,0.5714285714285714,0.5749543297441383,0.9556893
RUVBL2,7,4,0.5714285714285714,0.6505102785714286,0.9743046
RXFP1,7,4,0.5714285714285714,0.6083408145542857,0.9900641
SERPINA1,7,4,0.5714285714285714,0.5957195885325713,0.84314835
SH2B2,7,4,0.5714285714285714,0.5451109982059442,0.84973514
SIGLEC11,7,4,0.5714285714285714,0.5799429821618972,0.909666
SIGLEC8,7,4,0.5714285714285714,0.6277784114696654,0.878625
SIGLEC9,7,4,0.5714285714285714,0.5668570742857143,0.8037928
SLC4A2,7,4,0.5714285714285714,0.6762163272857143,0.96597487
SPAM1,7,4,0.5714285714285714,0.6354850731428572,0.81315875
SPATA31A3,7,4,0.5714285714285714,0.5450145770836,0.8663747
ST6GALNAC3,7,4,0.5714285714285714,0.5920882529278266,0.9900275
STK35,7,4,0.5714285714285714,0.5506848709092121,0.8441181
SV2B,7,4,0.5714285714285714,0.6158445114285714,0.9414715
TANC1,7,4,0.5714285714285714,0.619207362255,0.91154116
TESK1,7,4,0.5714285714285714,0.62918202889,0.7754221
TGFBR2,7,4,0.5714285714285714,0.6979031471428572,0.8875719
THBS1,7,4,0.5714285714285714,0.735206788,0.9273848
THBS2,7,4,0.5714285714285714,0.515767919616829,0.7845745
TLR2,7,4,0.5714285714285714,0.5958448664285714,0.8368263
TMC5,7,4,0.5714285714285714,0.6876223109294285,0.9776923
TMEM255A,7,4,0.5714285714285714,0.6324772257957143,0.955156
TRIM42,7,4,0.5714285714285714,0.7087858414285714,0.89341146
TTC7A,7,4,0.5714285714285714,0.6261269938755215,0.84690404
UBR1,7,4,0.5714285714285714,0.6132828569057143,0.8564658
UNC13C,7,4,0.5714285714285714,0.5495372590322163,0.92818236
VARS1,7,4,0.5714285714285714,0.5238366043840977,0.8158371
ZNF254,7,4,0.5714285714285714,0.679143122672,0.9881275
ZNF460,7,4,0.5714285714285714,0.7767970085714285,0.97758967
ZP4,7,4,0.5714285714285714,0.6285105874714285,0.8157211
ZSWIM5,7,4,0.5714285714285714,0.60440922444121,0.7521613
ABCC10,8,4,0.5,0.59941294125,0.597922215
ADAM28,8,4,0.5,0.6148561937541325,0.76061112
ADAMDEC1,8,4,0.5,0.6288463809434119,0.75246862
AKAP6,8,4,0.5,0.5894472576704924,0.71129692
ARHGAP32,8,4,0.5,0.5389898687694312,0.6378694
ARID4B,8,4,0.5,0.690642961625,0.82932385
ASTL,8,4,0.5,0.6701547583025,0.783155975
ATP2C1,8,4,0.5,0.73954454125,0.76305858
BRD4,8,4,0.5,0.5984533947062933,0.7346218
CASP1,8,4,0.5,0.549628450125,0.5989514499999999
CHD2,8,4,0.5,0.5169431505375001,0.50065598
CHD8,8,4,0.5,0.5294172537393562,0.63443603
CLCNKB,8,4,0.5,0.5851546234115838,0.71688855
CNTN3,8,4,0.5,0.5823885785,0.7172171199999999
COL19A1,8,4,0.5,0.6569956351,0.74810683
CTDP1,8,4,0.5,0.50269116638875,0.508663385
CYP4A11,8,4,0.5,0.588066067275,0.767521915
DCLK1,8,4,0.5,0.597062297353375,0.711009875
DDX60,8,4,0.5,0.668940289633375,0.7772320500000001
DIP2C,8,4,0.5,0.5483951614487758,0.6908302
DSC2,8,4,0.5,0.6364036723127787,0.786144175
DUOX2,8,4,0.5,0.5124231166198956,0.630301985
EHD3,8,4,0.5,0.6845767433750001,0.77690128
EPX,8,4,0.5,0.6922640875,0.75522835
ERG,8,4,0.5,0.5195140545116378,0.5712657800000001
EVC2,8,4,0.5,0.43970208584875003,0.3955135
FYB1,8,4,0.5,0.5280016368036737,0.525675205
GJA8,8,4,0.5,0.5190627362015175,0.58432409
GOLGA4,8,4,0.5,0.579625529125,0.734126975
GOLGB1,8,4,0.5,0.60690187375,0.69990865
HEPH,8,4,0.5,0.5304205482483708,0.65073079
HNF1B,8,4,0.5,0.6075712871575,0.77659922
IL1RAPL2,8,4,0.5,0.47836456135198147,0.448818505115415
INPP5K,8,4,0.5,0.5123691598220775,0.582468
INTS12,8,4,0.5,0.49963292711622376,0.510515378
KIF13B,8,4,0.5,0.4900808786868158,0.47319767040000005
KIF21A,8,4,0.5,0.74909349125,0.737037575
MAN2B2,8,4,0.5,0.5389872653150001,0.696855265
MAP7D2,8,4,0.5,0.5190737918713487,0.57248983
MAS1L,8,4,0.5,0.5920356123625,0.75970257
MTF1,8,4,0.5,0.6280234760125,0.7167079
MYH7B,8,4,0.5,0.6522979856773149,0.8606891249999999
MYO16,8,4,0.5,0.493858131659625,0.49080593135
MYO1A,8,4,0.5,0.6320115011125,0.824069145
MYO5C,8,4,0.5,0.5659421464547255,0.7659548
MYO7A,8,4,0.5,0.5538655106451871,0.7497746350000001
MYOM3,8,4,0.5,0.5513807307988338,0.67392338
NDN,8,4,0.5,0.5023991955648355,0.5610428700000001
NPAS4,8,4,0.5,0.72730509625,0.828421055
NRG1,8,4,0.5,0.5822374303911699,0.66203223
OTUD4,8,4,0.5,0.6732107797,0.7588064
PCDHGB2,8,4,0.5,0.55008252403483,0.615724875
PLB1,8,4,0.5,0.5338591702046018,0.7005428
POF1B,8,4,0.5,0.49225477083112323,0.590086
PROX1,8,4,0.5,0.4934389250326832,0.53121897
RABEP1,8,4,0.5,0.657007942998265,0.77889467
RAPGEF6,8,4,0.5,0.6024730929310533,0.7745634299999999
REPIN1,8,4,0.5,0.5919684901946782,0.737559525
RIF1,8,4,0.5,0.6039164293914,0.744330495
SCML2,8,4,0.5,0.62208441791875,0.784926365
SCN8A,8,4,0.5,0.5713495319125,0.65340954
SLC22A9,8,4,0.5,0.7157221,0.8135496
TEX11,8,4,0.5,0.5311177328750158,0.630660965
TEX2,8,4,0.5,0.658809724,0.781318525
TMEM131L,8,4,0.5,0.617332276805607,0.747481525
TMTC1,8,4,0.5,0.4955941094376164,0.48395767
TRIOBP,8,4,0.5,0.5974354737473437,0.80760468
UPF2,8,4,0.5,0.6701056505,0.739030225
VPS13C,8,4,0.5,0.6081270915375,0.6755921
WWC3,8,4,0.5,0.5132223038208094,0.6305972049999999
ZNF318,8,4,0.5,0.6145004038749999,0.8605942
APBA1,9,4,0.4444444444444444,0.48406485098025226,0.15909955
ARMC4,9,4,0.4444444444444444,0.4356434983457127,0.008001116
ARSF,9,4,0.4444444444444444,0.43864489326685274,0.18122225
ASCC3,9,4,0.4444444444444444,0.6326692042087778,0.7144532
ATP13A2,9,4,0.4444444444444444,0.5816910618444445,0.53058994
ATRNL1,9,4,0.4444444444444444,0.5114912374175778,0.3981045
B4GALNT1,9,4,0.4444444444444444,0.6577029529999999,0.69217193
BMP3,9,4,0.4444444444444444,0.5361287579551693,0.5074443
CACNA1I,9,4,0.4444444444444444,0.462804272082198,0.20932376
CEP104,9,4,0.4444444444444444,0.4914347655888889,0.58009344
CFAP57,9,4,0.4444444444444444,0.5816308003777778,0.6853866
CRYBG1,9,4,0.4444444444444444,0.6174976803159222,0.63486934
DCHS1,9,4,0.4444444444444444,0.44867656120706406,0.18421595
DGKD,9,4,0.4444444444444444,0.5541268077322267,0.46099743
DRC7,9,4,0.4444444444444444,0.5083265574902376,0.6234181
ECPAS,9,4,0.4444444444444444,0.515653163562348,0.516769
F13A1,9,4,0.4444444444444444,0.5267200085721997,0.3454767
GTF3C1,9,4,0.4444444444444444,0.6539705134287831,0.6778727
HNF4A,9,4,0.4444444444444444,0.6030102953333334,0.6949608
HTR2C,9,4,0.4444444444444444,0.5161604855721322,0.6739545
IL18RAP,9,4,0.4444444444444444,0.6425982133333333,0.7066264
JMJD1C,9,4,0.4444444444444444,0.4858899873934722,0.32531282
KCNH5,9,4,0.4444444444444444,0.4910035651527256,0.4437226
MAGEB1,9,4,0.4444444444444444,0.4473284472264576,0.094080225
NALCN,9,4,0.4444444444444444,0.5711407445884515,0.5992368
NETO1,9,4,0.4444444444444444,0.46902837047333334,0.23766428
NLRP1,9,4,0.4444444444444444,0.5387172835066667,0.4331257
NUTM1,9,4,0.4444444444444444,0.4930964894444444,0.32934812
PAX3,9,4,0.4444444444444444,0.5295987430675653,0.5074419
PLCL2,9,4,0.4444444444444444,0.5901624833111111,0.62301594
RBM19,9,4,0.4444444444444444,0.6598733633333334,0.5950633
SEC16A,9,4,0.4444444444444444,0.49526947696834217,0.47145975
SHCBP1L,9,4,0.4444444444444444,0.6739351669863773,0.6728518
SLC27A2,9,4,0.4444444444444444,0.6218083252217466,0.6837089
SLC9A2,9,4,0.4444444444444444,0.5167049942505345,0.642649
SLITRK6,9,4,0.4444444444444444,0.4870467407622275,0.47982052
SPTBN1,9,4,0.4444444444444444,0.6107650533057067,0.7476526
ST6GAL2,9,4,0.4444444444444444,0.42958806529865445,0.1447557
TBC1D8,9,4,0.4444444444444444,0.43552975947325767,0.09229918
TNRC6C,9,4,0.4444444444444444,0.5383836666666667,0.71061677
TTC17,9,4,0.4444444444444444,0.6349048264168137,0.73285264
UBR2,9,4,0.4444444444444444,0.7044108890888889,0.7298755
UNC45B,9,4,0.4444444444444444,0.5232685929013956,0.41981697
ZNF518B,9,4,0.4444444444444444,0.5255409480000001,0.59242225
ZNF618,9,4,0.4444444444444444,0.5186418236482501,0.48432708
ZNF644,9,4,0.4444444444444444,0.6816765977777778,0.6947536
AKAP9,10,4,0.4,0.4692881738813,0.262735265
CFAP43,10,4,0.4,0.46495045980201805,0.3422267
DOCK2,10,4,0.4,0.5777919488000001,0.610037515
FHOD3,10,4,0.4,0.434934216488554,0.245566433
INPP5D,10,4,0.4,0.43833717834586017,0.211590685
KAT6B,10,4,0.4,0.49108292855881797,0.569424
KRT13,10,4,0.4,0.5857120496600439,0.613437295
MKI67,10,4,0.4,0.503503602137,0.5641972
PCNT,10,4,0.4,0.39352101911285237,0.064186904
POLQ,10,4,0.4,0.5809869816,0.5990765
RBBP6,10,4,0.4,0.4461000454041405,0.26495279
SERPINA11,10,4,0.4,0.56838131728023,0.6423207
SPTBN2,10,4,0.4,0.5569915114999999,0.5692270349999999
TEX14,10,4,0.4,0.48909665455999995,0.35560933
TPR,10,4,0.4,0.479071286330794,0.402364335
WNK2,10,4,0.4,0.3691760194323773,0.00021289766800000002
ZNF423,10,4,0.4,0.5410525989671902,0.5253503150000001
ZNF658,10,4,0.4,0.62009493993027,0.61890705
BNC2,11,4,0.36363636363636365,0.39739657639746667,0.049914207
CCDC158,11,4,0.36363636363636365,0.6184883189272727,0.58565015
CEP350,11,4,0.36363636363636365,0.37906339644052983,0.15857792
DOCK4,11,4,0.36363636363636365,0.4363883272357278,0.3322056
FOXA1,11,4,0.36363636363636365,0.4150940400419023,0.114749186
GABRG2,11,4,0.36363636363636365,0.5282847268609999,0.6617936
HHIPL2,11,4,0.36363636363636365,0.5882936067272727,0.5625631
MAST1,11,4,0.36363636363636365,0.4051819278481011,0.0007265415
MORC1,11,4,0.36363636363636365,0.5584329608418183,0.5967136
MYOM2,11,4,0.36363636363636365,0.5858781172050751,0.5450538
PIWIL1,11,4,0.36363636363636365,0.40786094757636365,0.22136998
RAD51AP2,11,4,0.36363636363636365,0.3459443786720209,1.3869053e-05
SLCO1B3-SLCO1B7,11,4,0.36363636363636365,0.46845354451786514,0.5071141
STAB1,11,4,0.36363636363636365,0.4844135230866517,0.48869225
ACAN,12,4,0.3333333333333333,0.3612288071861746,0.127309226
CACNA1H,12,4,0.3333333333333333,0.3739819193041996,0.139358026635
CD209,12,4,0.3333333333333333,0.5365934723833333,0.63026995
COL2A1,12,4,0.3333333333333333,0.3330069066382529,0.009330558400000001
KMT2B,12,4,0.3333333333333333,0.4402178827941267,0.35026855
SLC14A2,12,4,0.3333333333333333,0.6298701895,0.617368825
DOCK10,13,4,0.3076923076923077,0.4048111438363,0.38756716
FRMPD3,13,4,0.3076923076923077,0.41094246087527825,0.50773495
GCN1,13,4,0.3076923076923077,0.5520733256874335,0.63154054
