Hugo_Symbol,threshold,n_variants,n_predicted_artifact,artifact_fraction,median_rep_error_probability,mean_rep_error_probability
AC093525.2,0.75,2,2,1.0,0.990987895,0.990987895
AC127029.3,0.75,2,2,1.0,0.9711575,0.9711575
ACADL,0.75,2,2,1.0,0.944660455,0.944660455
ACBD3,0.75,2,2,1.0,0.97127368,0.97127368
ACCSL,0.75,2,2,1.0,0.99150275,0.99150275
ACER1,0.75,2,2,1.0,0.9913584,0.9913584
ACHE,0.75,2,2,1.0,0.9892548649999999,0.9892548649999999
ACMSD,0.75,2,2,1.0,0.9406378,0.9406378
ACOT8,0.75,2,2,1.0,0.99046185,0.99046185
ACOX1,0.75,2,2,1.0,0.9525969000000001,0.9525969000000001
ACP6,0.75,2,2,1.0,0.98497894,0.98497894
ACSBG2,0.75,2,2,1.0,0.9508298,0.9508298
ACSL5,0.75,2,2,1.0,0.98936063,0.98936063
ACTR10,0.75,2,2,1.0,0.9671451,0.9671451
ADAMTS4,0.75,2,2,1.0,0.901739675,0.901739675
ADAT1,0.75,2,2,1.0,0.9788679499999999,0.9788679499999999
ADGRG2,0.75,2,2,1.0,0.9820250349999999,0.9820250349999999
ADGRG5,0.75,2,2,1.0,0.837344415,0.837344415
AFAP1L1,0.75,2,2,1.0,0.973402715,0.973402715
AFG3L2,0.75,2,2,1.0,0.8487732100000001,0.8487732100000001
AGAP6,0.75,2,2,1.0,0.98695278,0.98695278
AGFG2,0.75,2,2,1.0,0.9514969900000001,0.9514969900000001
AIFM1,0.75,2,2,1.0,0.905169845,0.905169845
AJM1,0.75,2,2,1.0,0.9909855,0.9909855
AK9,0.75,2,2,1.0,0.90733065,0.90733065
AKAP12,0.75,2,2,1.0,0.97846272,0.97846272
AKAP7,0.75,2,2,1.0,0.8845315300000001,0.8845315300000001
AKAP8L,0.75,2,2,1.0,0.97885968,0.97885968
AKR1C2,0.75,2,2,1.0,0.90068293,0.90068293
AKT1,0.75,2,2,1.0,0.98180771,0.98180771
AL035461.3,0.75,2,2,1.0,0.99130205,0.99130205
ALDH1B1,0.75,2,2,1.0,0.99148523,0.99148523
ALG1,0.75,2,2,1.0,0.98062827,0.98062827
ALMS1P1,0.75,2,2,1.0,0.948691285,0.948691285
AMDHD2,0.75,2,2,1.0,0.9837963999999999,0.9837963999999999
ANAPC5,0.75,2,2,1.0,0.920704665,0.920704665
ANKRA2,0.75,2,2,1.0,0.99086729,0.99086729
ANKRD10,0.75,2,2,1.0,0.948008805,0.948008805
ANKRD20A4P,0.75,2,2,1.0,0.9823216,0.9823216
ANKRD29,0.75,2,2,1.0,0.894130485,0.894130485
ANO10,0.75,2,2,1.0,0.971558975,0.971558975
ANXA1,0.75,2,2,1.0,0.9294181,0.9294181
ANXA11,0.75,2,2,1.0,0.95663718,0.95663718
ANXA2R,0.75,2,2,1.0,0.91128863,0.91128863
AP1AR,0.75,2,2,1.0,0.969539615,0.969539615
AP1G1,0.75,2,2,1.0,0.9456697700000001,0.9456697700000001
AP3D1,0.75,2,2,1.0,0.9504385500000001,0.9504385500000001
APCS,0.75,2,2,1.0,0.984715115,0.984715115
APOL1,0.75,2,2,1.0,0.99132535,0.99132535
APPL1,0.75,2,2,1.0,0.98417875,0.98417875
APPL2,0.75,2,2,1.0,0.869943385,0.869943385
AQP3,0.75,2,2,1.0,0.9709890299999999,0.9709890299999999
ARF4,0.75,2,2,1.0,0.9743701300000001,0.9743701300000001
ARHGAP17,0.75,2,2,1.0,0.9872038700000001,0.9872038700000001
ARHGAP36,0.75,2,2,1.0,0.9659595350000001,0.9659595350000001
ARHGEF6,0.75,2,2,1.0,0.968377375,0.968377375
ARL1,0.75,2,2,1.0,0.9599221,0.9599221
ARL4D,0.75,2,2,1.0,0.87831898,0.87831898
ARMC1,0.75,2,2,1.0,0.877234835,0.877234835
ARMC9,0.75,2,2,1.0,0.99087665,0.99087665
ARMCX3,0.75,2,2,1.0,0.98778515,0.98778515
ARMH4,0.75,2,2,1.0,0.9678573,0.9678573
ARPP21,0.75,2,2,1.0,0.973502675,0.973502675
ARSG,0.75,2,2,1.0,0.9882879,0.9882879
ASB11,0.75,2,2,1.0,0.9914035,0.9914035
ASB3,0.75,2,2,1.0,0.979470675,0.979470675
ASCC2,0.75,2,2,1.0,0.987100545,0.987100545
ASIC4,0.75,2,2,1.0,0.94590222,0.94590222
ASL,0.75,2,2,1.0,0.97673795,0.97673795
ATE1,0.75,2,2,1.0,0.976837975,0.976837975
ATG13,0.75,2,2,1.0,0.98031237,0.98031237
ATG2A,0.75,2,2,1.0,0.946751865,0.946751865
ATG5,0.75,2,2,1.0,0.94161105,0.94161105
ATP13A3,0.75,2,2,1.0,0.81469196,0.81469196
ATP4B,0.75,2,2,1.0,0.9914152300000001,0.9914152300000001
ATP5PB,0.75,2,2,1.0,0.98414605,0.98414605
ATP6V1H,0.75,2,2,1.0,0.99114575,0.99114575
AUNIP,0.75,2,2,1.0,0.991411115,0.991411115
AURKA,0.75,2,2,1.0,0.971997765,0.971997765
AURKC,0.75,2,2,1.0,0.9908396500000001,0.9908396500000001
AZI2,0.75,2,2,1.0,0.98129758,0.98129758
BANP,0.75,2,2,1.0,0.969948115,0.969948115
BARD1,0.75,2,2,1.0,0.9267811699999999,0.9267811699999999
BBS7,0.75,2,2,1.0,0.9913691849999999,0.9913691849999999
BCAN,0.75,2,2,1.0,0.991363915,0.991363915
BCL3,0.75,2,2,1.0,0.9679057600000001,0.9679057600000001
BHLHE40,0.75,2,2,1.0,0.92570663,0.92570663
BHMT,0.75,2,2,1.0,0.95277178,0.95277178
BIRC3,0.75,2,2,1.0,0.97292775,0.97292775
BNIP3L,0.75,2,2,1.0,0.9281328,0.9281328
BORA,0.75,2,2,1.0,0.968519315,0.968519315
BPGM,0.75,2,2,1.0,0.98729515,0.98729515
BPIFA3,0.75,2,2,1.0,0.984671665,0.984671665
BRD7,0.75,2,2,1.0,0.9913882,0.9913882
BRSK2,0.75,2,2,1.0,0.9137121800000001,0.9137121800000001
BTN2A3P,0.75,2,2,1.0,0.98807635,0.98807635
BTN3A2,0.75,2,2,1.0,0.9913620999999999,0.9913620999999999
BTNL2,0.75,2,2,1.0,0.984416425,0.984416425
C10orf120,0.75,2,2,1.0,0.82524387,0.82524387
C12orf60,0.75,2,2,1.0,0.983993135,0.983993135
C14orf93,0.75,2,2,1.0,0.979677935,0.979677935
C15orf48,0.75,2,2,1.0,0.97362888,0.97362888
C16orf46,0.75,2,2,1.0,0.9381807,0.9381807
C16orf91,0.75,2,2,1.0,0.99079865,0.99079865
C1QB,0.75,2,2,1.0,0.87105245,0.87105245
C1QC,0.75,2,2,1.0,0.979622685,0.979622685
C1QTNF7,0.75,2,2,1.0,0.9352774699999999,0.9352774699999999
C1orf54,0.75,2,2,1.0,0.9045736,0.9045736
C2orf83,0.75,2,2,1.0,0.96695263,0.96695263
C3orf22,0.75,2,2,1.0,0.9876511,0.9876511
C3orf33,0.75,2,2,1.0,0.977995275,0.977995275
C3orf35,0.75,2,2,1.0,0.90671815,0.90671815
C4B,0.75,2,2,1.0,0.9465394899999999,0.9465394899999999
C5orf34,0.75,2,2,1.0,0.970880235,0.970880235
C7orf33,0.75,2,2,1.0,0.9030532250000001,0.9030532250000001
CA11,0.75,2,2,1.0,0.9744179500000001,0.9744179500000001
CA7,0.75,2,2,1.0,0.92733355,0.92733355
CADPS2,0.75,2,2,1.0,0.991027265,0.991027265
CAMK1,0.75,2,2,1.0,0.9702113699999999,0.9702113699999999
CAMK1G,0.75,2,2,1.0,0.9218915,0.9218915
CAMKMT,0.75,2,2,1.0,0.98418607,0.98418607
CAPN2,0.75,2,2,1.0,0.99065087,0.99065087
CASKIN1,0.75,2,2,1.0,0.960061465,0.960061465
CAT,0.75,2,2,1.0,0.98981425,0.98981425
CATSPER4,0.75,2,2,1.0,0.9204331299999999,0.9204331299999999
CATSPERG,0.75,2,2,1.0,0.99081873,0.99081873
CBLC,0.75,2,2,1.0,0.990915075,0.990915075
CCDC121,0.75,2,2,1.0,0.97386572,0.97386572
CCDC124,0.75,2,2,1.0,0.9772648850000001,0.9772648850000001
CCDC144B,0.75,2,2,1.0,0.987715375,0.987715375
CCDC32,0.75,2,2,1.0,0.986587315,0.986587315
CCDC38,0.75,2,2,1.0,0.94540367,0.94540367
CCDC50,0.75,2,2,1.0,0.956395625,0.956395625
CCDC69,0.75,2,2,1.0,0.879814375,0.879814375
CCL26,0.75,2,2,1.0,0.991025,0.991025
CCM2,0.75,2,2,1.0,0.9869085,0.9869085
CCN6,0.75,2,2,1.0,0.93489245,0.93489245
CCNI,0.75,2,2,1.0,0.99137732,0.99137732
CCNQP1,0.75,2,2,1.0,0.978895675,0.978895675
CCR5,0.75,2,2,1.0,0.9900032,0.9900032
CCT4,0.75,2,2,1.0,0.9834724,0.9834724
CD1C,0.75,2,2,1.0,0.99066388,0.99066388
CD200,0.75,2,2,1.0,0.9844186749999999,0.9844186749999999
CD2AP,0.75,2,2,1.0,0.9500379999999999,0.9500379999999999
CD37,0.75,2,2,1.0,0.9914035999999999,0.9914035999999999
CD72,0.75,2,2,1.0,0.9908821699999999,0.9908821699999999
CDC23,0.75,2,2,1.0,0.991314225,0.991314225
CDC25C,0.75,2,2,1.0,0.94732345,0.94732345
CDC42EP3,0.75,2,2,1.0,0.9168851,0.9168851
CDC42SE2,0.75,2,2,1.0,0.97505608,0.97505608
CDCA3,0.75,2,2,1.0,0.958246945,0.958246945
CDCA7,0.75,2,2,1.0,0.9783511300000001,0.9783511300000001
CDK11A,0.75,2,2,1.0,0.99143314,0.99143314
CDR1,0.75,2,2,1.0,0.9913990500000001,0.9913990500000001
CDRT15,0.75,2,2,1.0,0.98609347,0.98609347
CDS2,0.75,2,2,1.0,0.9722961,0.9722961
CDX1,0.75,2,2,1.0,0.96826018,0.96826018
CELA1,0.75,2,2,1.0,0.906865885,0.906865885
CENPK,0.75,2,2,1.0,0.9795765999999999,0.9795765999999999
CEP170,0.75,2,2,1.0,0.9523241650000001,0.9523241650000001
CEP76,0.75,2,2,1.0,0.937580525,0.937580525
CEP89,0.75,2,2,1.0,0.986657415,0.986657415
CERS5,0.75,2,2,1.0,0.974916325,0.974916325
CES5A,0.75,2,2,1.0,0.8220212499999999,0.8220212499999999
CFAP53,0.75,2,2,1.0,0.972558035,0.972558035
CFL2,0.75,2,2,1.0,0.941519,0.941519
CHAF1A,0.75,2,2,1.0,0.9515141,0.9515141
CHDH,0.75,2,2,1.0,0.991330745,0.991330745
CHRD,0.75,2,2,1.0,0.86009154,0.86009154
CHRFAM7A,0.75,2,2,1.0,0.94314098,0.94314098
CHRM5,0.75,2,2,1.0,0.9601656,0.9601656
CHRNA7,0.75,2,2,1.0,0.98990328,0.98990328
CHRNB1,0.75,2,2,1.0,0.912211085,0.912211085
CHRNB3,0.75,2,2,1.0,0.93827802,0.93827802
CKMT2,0.75,2,2,1.0,0.989708625,0.989708625
CLASP1,0.75,2,2,1.0,0.9194239150000001,0.9194239150000001
CLCNKA,0.75,2,2,1.0,0.9911857799999999,0.9911857799999999
CLDN2,0.75,2,2,1.0,0.98934228,0.98934228
CLEC18B,0.75,2,2,1.0,0.9718812800000001,0.9718812800000001
CLEC7A,0.75,2,2,1.0,0.9692134649999999,0.9692134649999999
CLIC4,0.75,2,2,1.0,0.9864395850000001,0.9864395850000001
CLP1,0.75,2,2,1.0,0.8945526500000001,0.8945526500000001
CLRN3,0.75,2,2,1.0,0.946811775,0.946811775
CMTM6,0.75,2,2,1.0,0.95455655,0.95455655
CNN2,0.75,2,2,1.0,0.9553035249999999,0.9553035249999999
CNNM4,0.75,2,2,1.0,0.887757745,0.887757745
CNOT4,0.75,2,2,1.0,0.990408225,0.990408225
COA7,0.75,2,2,1.0,0.96589583,0.96589583
COG2,0.75,2,2,1.0,0.9857115750000001,0.9857115750000001
COL23A1,0.75,2,2,1.0,0.974894825,0.974894825
COL26A1,0.75,2,2,1.0,0.9135742,0.9135742
COPS4,0.75,2,2,1.0,0.932564795,0.932564795
CPB2,0.75,2,2,1.0,0.9861580700000001,0.9861580700000001
CPE,0.75,2,2,1.0,0.9860887,0.9860887
CPT1C,0.75,2,2,1.0,0.98608925,0.98608925
CPT2,0.75,2,2,1.0,0.883296015,0.883296015
CR1L,0.75,2,2,1.0,0.9908668700000001,0.9908668700000001
CREB3L4,0.75,2,2,1.0,0.88991012,0.88991012
CREB5,0.75,2,2,1.0,0.987779375,0.987779375
CRISP1,0.75,2,2,1.0,0.98360885,0.98360885
CRP,0.75,2,2,1.0,0.9675647,0.9675647
CRYGA,0.75,2,2,1.0,0.967535915,0.967535915
CRYZL1,0.75,2,2,1.0,0.9523161,0.9523161
CSAG1,0.75,2,2,1.0,0.9783734150000001,0.9783734150000001
CST1,0.75,2,2,1.0,0.987963645,0.987963645
CT83,0.75,2,2,1.0,0.9855517300000001,0.9855517300000001
CTAGE15,0.75,2,2,1.0,0.9163652499999999,0.9163652499999999
CTDSPL2,0.75,2,2,1.0,0.91170655,0.91170655
CTNNA1,0.75,2,2,1.0,0.91233315,0.91233315
CUTA,0.75,2,2,1.0,0.97972053,0.97972053
CXCR2,0.75,2,2,1.0,0.887273965,0.887273965
CXCR3,0.75,2,2,1.0,0.9426580499999999,0.9426580499999999
CXorf21,0.75,2,2,1.0,0.9796710900000001,0.9796710900000001
CYB561,0.75,2,2,1.0,0.91513055,0.91513055
CYP1A1,0.75,2,2,1.0,0.916758615,0.916758615
CYP3A5,0.75,2,2,1.0,0.92506455,0.92506455
DAG1,0.75,2,2,1.0,0.9725995000000001,0.9725995000000001
DAW1,0.75,2,2,1.0,0.9677785050000001,0.9677785050000001
DAZAP2,0.75,2,2,1.0,0.931750745,0.931750745
DCAF16,0.75,2,2,1.0,0.91784355,0.91784355
DCP2,0.75,2,2,1.0,0.99035075,0.99035075
DCTN5,0.75,2,2,1.0,0.983212765,0.983212765
DCUN1D2,0.75,2,2,1.0,0.980082625,0.980082625
DDIT3,0.75,2,2,1.0,0.9633303,0.9633303
DDX39B,0.75,2,2,1.0,0.990694925,0.990694925
DDX43,0.75,2,2,1.0,0.9807055,0.9807055
DDX50,0.75,2,2,1.0,0.9749460000000001,0.9749460000000001
DDX53,0.75,2,2,1.0,0.97979697,0.97979697
DECR1,0.75,2,2,1.0,0.9907402999999999,0.9907402999999999
DEFB104A,0.75,2,2,1.0,0.990941615,0.990941615
DEFB119,0.75,2,2,1.0,0.99052355,0.99052355
DELEC1,0.75,2,2,1.0,0.93220272,0.93220272
DENND10P1,0.75,2,2,1.0,0.991144155,0.991144155
DENND5A,0.75,2,2,1.0,0.9907609500000001,0.9907609500000001
DEPDC4,0.75,2,2,1.0,0.9715798,0.9715798
DEPTOR,0.75,2,2,1.0,0.94880165,0.94880165
DFFA,0.75,2,2,1.0,0.9448018,0.9448018
DHFR,0.75,2,2,1.0,0.89032433,0.89032433
DHRS1,0.75,2,2,1.0,0.952572685,0.952572685
DHRS12,0.75,2,2,1.0,0.983248475,0.983248475
DHX33,0.75,2,2,1.0,0.98298975,0.98298975
DHX9,0.75,2,2,1.0,0.9913795000000001,0.9913795000000001
DISP2,0.75,2,2,1.0,0.896276565,0.896276565
DKKL1,0.75,2,2,1.0,0.9859332000000001,0.9859332000000001
DLGAP3,0.75,2,2,1.0,0.989211275,0.989211275
DLK2,0.75,2,2,1.0,0.92629133,0.92629133
DNAAF4,0.75,2,2,1.0,0.9766728,0.9766728
DNAI1,0.75,2,2,1.0,0.9557502,0.9557502
DNAJA4,0.75,2,2,1.0,0.87048535,0.87048535
DNAJB4,0.75,2,2,1.0,0.99140737,0.99140737
DNAJB9,0.75,2,2,1.0,0.991483745,0.991483745
DNAJC22,0.75,2,2,1.0,0.98278712,0.98278712
DNASE1L1,0.75,2,2,1.0,0.97860768,0.97860768
DOLPP1,0.75,2,2,1.0,0.9909357400000001,0.9909357400000001
DPYSL3,0.75,2,2,1.0,0.8906047500000001,0.8906047500000001
DR1,0.75,2,2,1.0,0.97802145,0.97802145
DSTYK,0.75,2,2,1.0,0.8625393800000001,0.8625393800000001
DTD1,0.75,2,2,1.0,0.99106798,0.99106798
DTX2,0.75,2,2,1.0,0.983860215,0.983860215
DUSP10,0.75,2,2,1.0,0.8771529499999999,0.8771529499999999
DUSP22,0.75,2,2,1.0,0.989291375,0.989291375
DYNLRB1,0.75,2,2,1.0,0.96883867,0.96883867
DZIP1,0.75,2,2,1.0,0.98807837,0.98807837
E4F1,0.75,2,2,1.0,0.98105005,0.98105005
EAPP,0.75,2,2,1.0,0.82652335,0.82652335
EBAG9,0.75,2,2,1.0,0.9710531,0.9710531
ECT2,0.75,2,2,1.0,0.9777591649999999,0.9777591649999999
EDNRA,0.75,2,2,1.0,0.99135423,0.99135423
EED,0.75,2,2,1.0,0.9912986500000001,0.9912986500000001
EEF1AKMT1,0.75,2,2,1.0,0.99059305,0.99059305
EFNB3,0.75,2,2,1.0,0.93317185,0.93317185
EIF2AK2,0.75,2,2,1.0,0.9835944350000001,0.9835944350000001
EIF2B3,0.75,2,2,1.0,0.991470335,0.991470335
EIF4B,0.75,2,2,1.0,0.976671285,0.976671285
EIPR1,0.75,2,2,1.0,0.940920295,0.940920295
ELAVL1,0.75,2,2,1.0,0.978012025,0.978012025
ELAVL4,0.75,2,2,1.0,0.9829597999999999,0.9829597999999999
ELP2,0.75,2,2,1.0,0.98061332,0.98061332
ENO1,0.75,2,2,1.0,0.98885238,0.98885238
ENOSF1,0.75,2,2,1.0,0.8616569199999999,0.8616569199999999
ENPP4,0.75,2,2,1.0,0.9783917,0.9783917
EPN1,0.75,2,2,1.0,0.9722326800000001,0.9722326800000001
EPO,0.75,2,2,1.0,0.9829646949999999,0.9829646949999999
ERGIC1,0.75,2,2,1.0,0.980622425,0.980622425
ERMP1,0.75,2,2,1.0,0.991301915,0.991301915
ERV3-1,0.75,2,2,1.0,0.97885027,0.97885027
ESR2,0.75,2,2,1.0,0.9801287999999999,0.9801287999999999
ETHE1,0.75,2,2,1.0,0.99067718,0.99067718
EXOC3L1,0.75,2,2,1.0,0.98457515,0.98457515
EXOC6,0.75,2,2,1.0,0.98791908,0.98791908
FA2H,0.75,2,2,1.0,0.979224735,0.979224735
FABP6,0.75,2,2,1.0,0.96895407,0.96895407
FADS2,0.75,2,2,1.0,0.89978985,0.89978985
FAH,0.75,2,2,1.0,0.90282339,0.90282339
FAHD2A,0.75,2,2,1.0,0.99009625,0.99009625
FAM102A,0.75,2,2,1.0,0.8568472,0.8568472
FAM170A,0.75,2,2,1.0,0.96783263,0.96783263
FAM200A,0.75,2,2,1.0,0.971588165,0.971588165
FAM32A,0.75,2,2,1.0,0.9588938,0.9588938
FAM3B,0.75,2,2,1.0,0.97788393,0.97788393
FAM50B,0.75,2,2,1.0,0.96368945,0.96368945
FAM71C,0.75,2,2,1.0,0.982882205,0.982882205
FANCB,0.75,2,2,1.0,0.957945265,0.957945265
FANCD2OS,0.75,2,2,1.0,0.9171117200000001,0.9171117200000001
FAR2,0.75,2,2,1.0,0.991418025,0.991418025
FARSB,0.75,2,2,1.0,0.932709575,0.932709575
FBXL20,0.75,2,2,1.0,0.8935174699999999,0.8935174699999999
FBXL21P,0.75,2,2,1.0,0.990739225,0.990739225
FBXL4,0.75,2,2,1.0,0.98389518,0.98389518
FBXL7,0.75,2,2,1.0,0.82589933,0.82589933
FBXO8,0.75,2,2,1.0,0.984964775,0.984964775
FBXW12,0.75,2,2,1.0,0.8992091099999999,0.8992091099999999
FBXW8,0.75,2,2,1.0,0.97334203,0.97334203
FCHO1,0.75,2,2,1.0,0.98918745,0.98918745
FCN1,0.75,2,2,1.0,0.99136925,0.99136925
FCN2,0.75,2,2,1.0,0.991424125,0.991424125
FCRL6,0.75,2,2,1.0,0.9907035,0.9907035
FDFT1,0.75,2,2,1.0,0.99052217,0.99052217
FERMT1,0.75,2,2,1.0,0.9867032,0.9867032
FFAR4,0.75,2,2,1.0,0.901141,0.901141
FGF16,0.75,2,2,1.0,0.96281838,0.96281838
FGF9,0.75,2,2,1.0,0.967077765,0.967077765
FGFBP2,0.75,2,2,1.0,0.9508151,0.9508151
FHL3,0.75,2,2,1.0,0.9789683,0.9789683
FKBP9,0.75,2,2,1.0,0.9829195,0.9829195
FLCN,0.75,2,2,1.0,0.897407675,0.897407675
FLRT1,0.75,2,2,1.0,0.95314772,0.95314772
FMO1,0.75,2,2,1.0,0.975176015,0.975176015
FMO4,0.75,2,2,1.0,0.94581055,0.94581055
FNDC4,0.75,2,2,1.0,0.97923625,0.97923625
FNTA,0.75,2,2,1.0,0.981277635,0.981277635
FOCAD,0.75,2,2,1.0,0.98848313,0.98848313
FOXK1,0.75,2,2,1.0,0.95743893,0.95743893
FOXO1,0.75,2,2,1.0,0.9703943,0.9703943
FRA10AC1,0.75,2,2,1.0,0.95793193,0.95793193
FRG2B,0.75,2,2,1.0,0.98359595,0.98359595
FUT3,0.75,2,2,1.0,0.9807842,0.9807842
FUT7,0.75,2,2,1.0,0.98197068,0.98197068
FUT8,0.75,2,2,1.0,0.9317795,0.9317795
FXN,0.75,2,2,1.0,0.99053925,0.99053925
G6PC3,0.75,2,2,1.0,0.93374232,0.93374232
GALR1,0.75,2,2,1.0,0.9416563250000001,0.9416563250000001
GATAD2B,0.75,2,2,1.0,0.98453423,0.98453423
GBP2,0.75,2,2,1.0,0.9913843,0.9913843
GBP6,0.75,2,2,1.0,0.99145755,0.99145755
GCAT,0.75,2,2,1.0,0.9821698999999999,0.9821698999999999
GCDH,0.75,2,2,1.0,0.9818782349999999,0.9818782349999999
GCM2,0.75,2,2,1.0,0.9862255,0.9862255
GCNT1,0.75,2,2,1.0,0.89769539,0.89769539
GEMIN4,0.75,2,2,1.0,0.94522965,0.94522965
GFI1B,0.75,2,2,1.0,0.96490212,0.96490212
GFM1,0.75,2,2,1.0,0.9477428450000001,0.9477428450000001
GFOD1,0.75,2,2,1.0,0.986780735,0.986780735
GGA1,0.75,2,2,1.0,0.9295900699999999,0.9295900699999999
GGTLC2,0.75,2,2,1.0,0.938378615,0.938378615
GHR,0.75,2,2,1.0,0.932625915,0.932625915
GIMAP2,0.75,2,2,1.0,0.9542554750000001,0.9542554750000001
GIMAP5,0.75,2,2,1.0,0.9657764449999999,0.9657764449999999
GIMAP6,0.75,2,2,1.0,0.984176575,0.984176575
GJB3,0.75,2,2,1.0,0.98965855,0.98965855
GJD2,0.75,2,2,1.0,0.91278927,0.91278927
GLMN,0.75,2,2,1.0,0.972471825,0.972471825
GLP2R,0.75,2,2,1.0,0.9747140400000001,0.9747140400000001
GOLGA1,0.75,2,2,1.0,0.9214361799999999,0.9214361799999999
GOLGA2,0.75,2,2,1.0,0.9914102499999999,0.9914102499999999
GPAT4,0.75,2,2,1.0,0.924521285,0.924521285
GPATCH3,0.75,2,2,1.0,0.98809378,0.98809378
GPM6A,0.75,2,2,1.0,0.957637165,0.957637165
GPR143,0.75,2,2,1.0,0.9862174,0.9862174
GPR19,0.75,2,2,1.0,0.9640598899999999,0.9640598899999999
GPR25,0.75,2,2,1.0,0.903008075,0.903008075
GPR37L1,0.75,2,2,1.0,0.960036785,0.960036785
GPRIN3,0.75,2,2,1.0,0.98868758,0.98868758
GPX2,0.75,2,2,1.0,0.9019156500000001,0.9019156500000001
GRIA4,0.75,2,2,1.0,0.9724485,0.9724485
GSDME,0.75,2,2,1.0,0.9724790999999999,0.9724790999999999
GSG1,0.75,2,2,1.0,0.986182975,0.986182975
GSN,0.75,2,2,1.0,0.96056868,0.96056868
GSS,0.75,2,2,1.0,0.92498573,0.92498573
GSTO1,0.75,2,2,1.0,0.9913790849999999,0.9913790849999999
GTDC1,0.75,2,2,1.0,0.9646633,0.9646633
GTF3C2,0.75,2,2,1.0,0.9804849,0.9804849
GUCA2B,0.75,2,2,1.0,0.99121115,0.99121115
GUCY1A2,0.75,2,2,1.0,0.9893964550000001,0.9893964550000001
GZMK,0.75,2,2,1.0,0.9811781049999999,0.9811781049999999
HADHA,0.75,2,2,1.0,0.9747721300000001,0.9747721300000001
HADHB,0.75,2,2,1.0,0.966257535,0.966257535
HARS1,0.75,2,2,1.0,0.96265515,0.96265515
HAUS6,0.75,2,2,1.0,0.9073644700000001,0.9073644700000001
HAVCR1,0.75,2,2,1.0,0.9883211,0.9883211
HBS1L,0.75,2,2,1.0,0.9797087600000001,0.9797087600000001
HCAR2,0.75,2,2,1.0,0.9865359650000001,0.9865359650000001
HDAC7,0.75,2,2,1.0,0.9573166500000001,0.9573166500000001
HEPACAM,0.75,2,2,1.0,0.9584733750000001,0.9584733750000001
HIBCH,0.75,2,2,1.0,0.9852740499999999,0.9852740499999999
HIPK4,0.75,2,2,1.0,0.9557031,0.9557031
HJURP,0.75,2,2,1.0,0.9905207300000001,0.9905207300000001
HLA-DRB5,0.75,2,2,1.0,0.966664425,0.966664425
HM13,0.75,2,2,1.0,0.9791484699999999,0.9791484699999999
HMGN4,0.75,2,2,1.0,0.90302583,0.90302583
HOXA10,0.75,2,2,1.0,0.9849631000000001,0.9849631000000001
HOXA13,0.75,2,2,1.0,0.9913799249999999,0.9913799249999999
HOXB13,0.75,2,2,1.0,0.9908726,0.9908726
HOXB2,0.75,2,2,1.0,0.985794245,0.985794245
HS1BP3,0.75,2,2,1.0,0.955899125,0.955899125
HS2ST1,0.75,2,2,1.0,0.99109835,0.99109835
HS3ST2,0.75,2,2,1.0,0.991387035,0.991387035
HSD17B8,0.75,2,2,1.0,0.9795053,0.9795053
HSDL2,0.75,2,2,1.0,0.99146338,0.99146338
HSPBP1,0.75,2,2,1.0,0.97015608,0.97015608
HTR2A,0.75,2,2,1.0,0.884534265,0.884534265
HTRA4,0.75,2,2,1.0,0.991214875,0.991214875
HUNK,0.75,2,2,1.0,0.9815678,0.9815678
HYI,0.75,2,2,1.0,0.9878822,0.9878822
ICAM1,0.75,2,2,1.0,0.9693375200000001,0.9693375200000001
IFIT1B,0.75,2,2,1.0,0.9514768499999999,0.9514768499999999
IFNA7,0.75,2,2,1.0,0.9910673,0.9910673
IFNAR1,0.75,2,2,1.0,0.97757383,0.97757383
IFNGR2,0.75,2,2,1.0,0.98636615,0.98636615
IFNL1,0.75,2,2,1.0,0.991355115,0.991355115
IFT57,0.75,2,2,1.0,0.982316915,0.982316915
IGFBP3,0.75,2,2,1.0,0.9678444500000001,0.9678444500000001
IGFL1,0.75,2,2,1.0,0.92815695,0.92815695
IGFLR1,0.75,2,2,1.0,0.9723909,0.9723909
IGHA1,0.75,2,2,1.0,0.900673585,0.900673585
IGHV1-12,0.75,2,2,1.0,0.97737935,0.97737935
IGHV1-58,0.75,2,2,1.0,0.9301283300000001,0.9301283300000001
IGHV3-49,0.75,2,2,1.0,0.947445605,0.947445605
IGHV4-28,0.75,2,2,1.0,0.991433335,0.991433335
IGHV6-1,0.75,2,2,1.0,0.9488887,0.9488887
IGKV1-17,0.75,2,2,1.0,0.9627124300000001,0.9627124300000001
IGKV1D-17,0.75,2,2,1.0,0.96663115,0.96663115
IGKV2-30,0.75,2,2,1.0,0.938431365,0.938431365
IGKV2D-24,0.75,2,2,1.0,0.96433452,0.96433452
IGKV3D-11,0.75,2,2,1.0,0.9845206849999999,0.9845206849999999
IGKV6-21,0.75,2,2,1.0,0.97285825,0.97285825
IGLV3-9,0.75,2,2,1.0,0.897874265,0.897874265
IGSF8,0.75,2,2,1.0,0.97311123,0.97311123
IHO1,0.75,2,2,1.0,0.9695183,0.9695183
IL11RA,0.75,2,2,1.0,0.988581955,0.988581955
IL13RA1,0.75,2,2,1.0,0.9820348999999999,0.9820348999999999
IL17F,0.75,2,2,1.0,0.967760775,0.967760775
IL1RN,0.75,2,2,1.0,0.9510258149999999,0.9510258149999999
